X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,Qty2,Value2
M,2021-06-16 17:43:22,2021-06-14,CRSR,"Corsair Gaming, Inc.","Corsair Group (Cayman), LP",10%,S - Sale,$36.71,"-2,720,500","54,179,559",-5%,"-$99,882,946",#N/A,#N/A
D,2021-06-16 17:41:37,2021-06-15,ROKU,"Roku, Inc",Wood Anthony J.,"CEO, COB BOD, 10%",S - Sale+OE,$345.30,"-80,000","61,000",-57%,"-$27,623,978",#N/A,#N/A
,2021-06-16 17:41:29,2021-06-14,CONN,Conns Inc,"Craig Dobbs Campbell, Jr. 2012 Trust",10%,S - Sale,$28.28,-934,"48,721",-2%,"-$26,414",#N/A,#N/A
D,2021-06-16 17:40:45,2021-06-10,IIPR,Innovative Industrial Properties Inc,Shoemaker Scott,Dir,S - Sale+OE,$191.40,-500,"2,060",-20%,"-$95,702",#N/A,#N/A
M,2021-06-16 17:39:00,2021-06-14,CRSR,"Corsair Gaming, Inc.",Majoros George L. Jr.,"Dir, 10%",S - Sale,$36.71,"-2,720,500","54,179,559",-5%,"-$99,882,946",#N/A,#N/A
,2021-06-16 17:37:14,2021-06-14,CONN,Conns Inc,Elizabeth Chisum Campbell 2012 Trust,10%,S - Sale,$28.28,-934,"48,721",-2%,"-$26,414",#N/A,#N/A
,2021-06-16 17:36:27,2021-06-15,QLYS,"Qualys, Inc.",Thakar Sumedh S,"CEO, Pres",S - Sale,$103.53,"-7,133","202,893",-3%,"-$738,469",#N/A,#N/A
M,2021-06-16 17:35:43,2021-06-14,CRSR,"Corsair Gaming, Inc.",Bagaria Anup,"Dir, 10%",S - Sale,$36.71,"-2,720,500","54,179,559",-5%,"-$99,882,946",#N/A,#N/A
D,2021-06-16 17:34:35,2021-06-15,TW,Tradeweb Markets Inc.,Peterson Justin,CTO,S - Sale+OE,$84.61,"-20,000","81,618",-20%,"-$1,692,144",#N/A,#N/A
,2021-06-16 17:34:23,2021-06-14,LFST,"Lifestance Health Group, Inc.",Black Darren M.,"Dir, 10%",S - Sale,$17.01,"-1,368,844","46,875,407",-3%,"-$23,284,036",#N/A,#N/A
,2021-06-16 17:33:37,2021-06-14,CONN,Conns Inc,Elizabeth S. Campbell Trust A,10%,S - Sale,$28.28,-998,"52,019",-2%,"-$28,223",#N/A,#N/A
,2021-06-16 17:33:05,2021-06-15,EXPE,"Expedia Group, Inc.",Athey Susan C,Dir,S - Sale,$169.20,-300,"4,153",-7%,"-$50,760",#N/A,#N/A
D,2021-06-16 17:32:32,2021-06-14,SHAK,Shake Shack Inc.,Lyons Jenna,Dir,S - Sale+OE,$100.62,"-1,022","2,423",-30%,"-$102,833",#N/A,#N/A
,2021-06-16 17:30:39,2021-06-16,BWXT,"Bwx Technologies, Inc.",Black David S,"SVP, CFO",S - Sale,$63.80,"-1,000","72,875",-1%,"-$63,800",#N/A,#N/A
D,2021-06-16 17:30:31,2021-06-14,BLI,"Berkeley Lights, Inc.",Merkadeau Stuart L,GC,S - Sale+OE,$47.82,"-13,023","159,803",-8%,"-$622,722",#N/A,#N/A
D,2021-06-16 17:30:11,2021-06-15,MIME,Mimecast Ltd,Dimarino Dino,Chief Revenue Officer,S - Sale+OE,$51.91,"-4,500","113,635",-4%,"-$233,595",#N/A,#N/A
,2021-06-16 17:29:09,2021-06-14,CDNS,Cadence Design Systems Inc,Cunningham Paul,SVP,S - Sale,$129.29,"-1,000","101,218",-1%,"-$129,290",#N/A,#N/A
,2021-06-16 17:28:51,2021-06-14,CRSR,"Corsair Gaming, Inc.",Paul Andrew J.,CEO,S - Sale,$39.82,"-409,378","2,584,896",-14%,"-$16,302,697",#N/A,#N/A
D,2021-06-16 17:28:44,2021-06-14,CI,Cigna Corp,Triplett Michael W,"Pres, US Markets",S - Sale+OE,$240.70,"-3,075","31,391",-9%,"-$740,160",#N/A,#N/A
D,2021-06-16 17:28:13,2021-06-14,ZUO,Zuora Inc,Pileggi Jennifer,"SVP, GC, Corp. Secretary",S - Sale+OE,$15.94,"-16,735","58,095",-22%,"-$266,674",#N/A,#N/A
,2021-06-16 17:28:04,2021-06-14,LFST,"Lifestance Health Group, Inc.","Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,$17.01,"-5,246,286","179,656,540",-3%,"-$89,239,325",#N/A,#N/A
D,2021-06-16 17:27:30,2021-06-14,CRSR,"Corsair Gaming, Inc.",Chevalier Bertrand,EVP of Gaming Products,S - Sale+OE,$40.70,"-100,000","115,773",-46%,"-$4,070,000",#N/A,#N/A
D,2021-06-16 17:24:10,2021-06-14,DEA,"Easterly Government Properties, Inc.",Trimble William C.,"Pres, CEO",S - Sale+OE,$21.83,"-9,000","91,279",-9%,"-$196,470",#N/A,#N/A
,2021-06-16 17:23:43,2021-06-15,SIG,Signet Jewelers Ltd,Branch Andre,Dir,P - Purchase,$73.58,#ERROR!,"3,428",3.71,#ERROR!,2700,198665
D,2021-06-16 17:22:12,2021-06-14,LPLA,Lpl Financial Holdings Inc.,Seese Scott,MD,S - Sale+OE,$139.10,"-12,521","24,179",-34%,"-$1,741,671",#N/A,#N/A
D,2021-06-16 17:21:51,2021-06-15,JANX,"Janux Therapeutics, Inc.","Ra Capital Management, L.P.","Dir, 10%",P - Purchase,$17.00,#ERROR!,"1,048,406",-155%,#ERROR!,2941176,49999992
D,2021-06-16 17:21:10,2021-06-14,TWST,Twist Bioscience Corp,Green Paula,SVP of HR,S - Sale+OE,$113.84,"-14,161","20,095",-41%,"-$1,612,119",#N/A,#N/A
D,2021-06-16 17:20:52,2021-06-14,TWST,Twist Bioscience Corp,Leproust Emily M.,"Pres, CEO",S - Sale+OE,$113.36,"-2,000","257,986",-1%,"-$226,719",#N/A,#N/A
,2021-06-16 17:18:16,2021-06-14,YEXT,"Yext, Inc.",Distelburger Brian,"Pres, COO",S - Sale,$15.01,"-75,400","3,046,921",-2%,"-$1,131,520",#N/A,#N/A
,2021-06-16 17:18:09,2021-06-15,GO,Grocery Outlet Holding Corp.,Herman Thomas F,Dir,S - Sale,$34.11,"-2,000","78,400",-2%,"-$68,224",#N/A,#N/A
,2021-06-16 17:16:44,2021-06-14,LPLA,Lpl Financial Holdings Inc.,Fandrey Edward,MD,S - Sale,$139.49,"-1,930","24,736",-7%,"-$269,216",#N/A,#N/A
,2021-06-16 17:16:36,2021-06-15,HPE,Hewlett Packard Enterprise Co,Black Thomas E Jr,"SVP, GM of Storage",S - Sale,$15.64,"-11,155","16,512",-40%,"-$174,464",#N/A,#N/A
D,2021-06-16 17:16:23,2021-06-15,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$243.57,"-5,300","1,969,582",0%,"-$1,290,901",#N/A,#N/A
D,2021-06-16 17:16:10,2021-06-15,TPTX,"Turning Point Therapeutics, Inc.",North Annette,"EVP, GC, Secty.",S - Sale+OE,$77.03,"-15,000","12,365",-55%,"-$1,155,433",#N/A,#N/A
D,2021-06-16 17:15:49,2021-06-14,TENB,"Tenable Holdings, Inc.",Yoran Amit,"Pres, CEO, COB",S - Sale+OE,$43.44,"-60,000","1,043,694",-5%,"-$2,606,695",#N/A,#N/A
DM,2021-06-16 17:15:31,2021-06-15,TENB,"Tenable Holdings, Inc.",Hammonds Kimberly,Dir,S - Sale+OE,$43.24,"-76,667",0,-100%,"-$3,315,000",#N/A,#N/A
D,2021-06-16 17:15:00,2021-06-14,FSLY,"Fastly, Inc.",Bergman Artur,"Chief Architect, Exec. Chair, 10%",S - Sale+OE,$57.15,"-14,423","299,521",-5%,"-$824,336",#N/A,#N/A
D,2021-06-16 17:14:00,2021-06-15,CLNE,Clean Energy Fuels Corp.,Vreeland Robert M.,CFO,S - Sale+OE,$11.63,"-171,083","297,221",-37%,"-$1,989,537",#N/A,#N/A
M,2021-06-16 17:12:51,2021-06-15,MCB,Metropolitan Bank Holding Corp.,Rosenberg Nick,"EVP, Head of Global Payments",S - Sale,$64.15,"-1,005","29,170",-3%,"-$64,473",#N/A,#N/A
M,2021-06-16 17:11:46,2021-06-14,MDIA,Mediaco Holding Inc.,Smulyan Jeffrey H,CEO,S - Sale,$5.02,"-158,101",327,-100%,"-$793,167",#N/A,#N/A
M,2021-06-16 17:11:01,2021-06-14,RES,Rpc Inc,Rollins Gary W,"Dir, 10%",S - Sale,$5.92,"-200,000","123,147,203",0%,"-$1,183,695",#N/A,#N/A
,2021-06-16 17:10:33,2021-06-15,BL,"Blackline, Inc.",Tucker Therese,Exec Chair,S - Sale,$105.71,"-10,000","4,643,183",0%,"-$1,057,081",#N/A,#N/A
M,2021-06-16 17:10:29,2021-06-14,RPTX,Repare Therapeutics Inc.,Foley Todd,Dir,S - Sale,$33.25,"-2,743","2,328,240",0%,"-$91,213",#N/A,#N/A
M,2021-06-16 17:09:33,2021-06-14,RPTX,Repare Therapeutics Inc.,Gadicke Ansbert,10%,S - Sale,$33.25,"-6,227","4,076,768",0%,"-$207,066",#N/A,#N/A
M,2021-06-16 17:09:18,2021-06-15,BH,Biglari Holdings Inc.,"Biglari, Sardar","COB, CEO, 10%",P - Purchase,$907.50,148,"1,419,025",0%,#ERROR!,148,134310
M,2021-06-16 17:09:16,2021-06-14,RES,Rpc Inc,Lor Inc,10%,S - Sale,$5.92,"-200,000","107,360,309",0%,"-$1,183,695",#N/A,#N/A
,2021-06-16 17:07:42,2021-06-14,AMBA,Ambarella Inc,Day Christopher,"VP, Marketing",S - Sale,$105.00,"-1,412","9,905",-12%,"-$148,260",#N/A,#N/A
D,2021-06-16 17:06:22,2021-06-14,QSR,Restaurant Brands International Inc.,Prato John F.,Dir,P - Purchase,$67.91,#ERROR!,"3,905",3.31,#ERROR!,3000,203730
A,2021-06-16 17:06:02,2021-06-14,CONN,Conns Inc,Susan Stephens Campbell 2012 Trust,10%,S - Sale,$28.28,-934,"48,721",-2%,"-$26,414",#N/A,#N/A
,2021-06-16 17:05:56,2021-06-15,ARLO,"Arlo Technologies, Inc.",Summers Grady,Dir,P - Purchase,$6.92,203,"132,095",0%,#ERROR!,203,1405
D,2021-06-16 17:05:54,2021-06-15,EPAM,"Epam Systems, Inc.",Shnayder Boris,"SVP, Co-Head of Global Busines",S - Sale+OE,$502.44,"-1,250","4,954",-20%,"-$628,050",#N/A,#N/A
,2021-06-16 17:05:48,2021-06-07,CBKM,Consumers Bancorp Inc /oh/,L'Italien Shawna,Dir,P - Purchase,$19.15,5,"1,005",0.01,#ERROR!,5,96
,2021-06-16 17:05:23,2021-06-15,ED,Consolidated Edison Inc,Miller Joseph,"VP, Controller",P - Purchase,$77.74,1,"1,073",0%,#ERROR!,1,81
,2021-06-16 17:05:22,2021-06-14,ELVT,"Elevate Credit, Inc.",Tcv V LP,"May be part of a 13(g) group, 10%",S - Sale,$3.40,"-1,380,000","3,224,888",-30%,"-$4,692,000",#N/A,#N/A
,2021-06-16 17:05:18,2021-06-14,ACHC,"Acadia Healthcare Company, Inc.",Waud Reeve B,Dir,S - Sale,$66.47,"-55,030","535,159",-9%,"-$3,657,844",#N/A,#N/A
,2021-06-16 17:05:14,2021-06-14,ACHC,"Acadia Healthcare Company, Inc.",Hollinsworth John S.,EVP of Operations,S - Sale,$66.31,"-5,000","56,275",-8%,"-$331,550",#N/A,#N/A
D,2021-06-16 17:04:45,2021-06-15,RMD,Resmed Inc,Douglas Robert Andrew,"Pres, COO ResMed Inc.",S - Sale+OE,$232.10,"-8,000","227,174",-3%,"-$1,856,800",#N/A,#N/A
D,2021-06-16 17:04:22,2021-06-15,CRM,"Salesforce.Com, Inc.",Weaver Amy E,"Pres, CFO",S - Sale+OE,$245.21,"-8,800","30,604",-22%,"-$2,157,848",#N/A,#N/A
D,2021-06-16 17:03:54,2021-06-15,HUBS,Hubspot Inc,Halligan Brian,CEO,S - Sale+OE,$533.87,"-11,520","647,308",-2%,"-$6,150,169",#N/A,#N/A
D,2021-06-16 17:03:26,2021-06-15,HLI,"Houlihan Lokey, Inc.",Preiser David A,CO-Pres,S - Sale+OE,$79.39,"-25,000",0,-100%,"-$1,984,750",#N/A,#N/A
,2021-06-16 17:03:03,2021-06-15,NKE,"Nike, Inc.",Friend Matthew,EVP: CFO,S - Sale,$131.54,"-7,016","65,837",-10%,"-$922,885",#N/A,#N/A
,2021-06-16 17:02:48,2021-06-16,RAMP,"Liveramp Holdings, Inc.",Howe Scott E,CEO,P - Purchase,$42.67,#ERROR!,"716,457",0%,#ERROR!,2000,85340
,2021-06-16 17:02:28,2021-06-14,GLDD,Great Lakes Dredge & Dock Corp,Simonelli David E,COO,S - Sale,$14.47,"-8,735","240,704",-4%,"-$126,352",#N/A,#N/A
D,2021-06-16 17:01:54,2021-06-15,HLI,"Houlihan Lokey, Inc.",Beiser Scott L,"CEO, 10%",S - Sale+OE,$79.50,"-15,000",0,-100%,"-$1,192,500",#N/A,#N/A
A,2021-06-16 17:01:50,2021-06-14,CONN,Conns Inc,"W.R. Stephens, Jr. Revocable Trust",10%,S - Sale,$28.28,"-2,635","150,010",-2%,"-$74,518",#N/A,#N/A
,2021-06-16 17:00:42,2021-06-14,VNCE,Vince Holding Corp.,Meiner Lee,See Remarks,S - Sale,$12.20,-652,"23,254",-3%,"-$7,954",#N/A,#N/A
,2021-06-16 17:00:16,2021-06-16,CBKM,Consumers Bancorp Inc /oh/,Lober Ralph J II,"CEO, Pres",P - Purchase,$19.85,66,"36,538",0%,#ERROR!,66,1310
D,2021-06-16 17:00:12,2021-06-15,ALLO,"Allogene Therapeutics, Inc.",Bhavnagri Veer,GC,S - Sale+OE,$25.32,"-5,000","421,353",-1%,"-$126,600",#N/A,#N/A
D,2021-06-16 16:59:48,2021-06-14,RCII,Rent A Center Inc De,Fadel Mitchell E,CEO,S - Sale+OE,$64.11,-500,"358,571",0%,"-$32,055",#N/A,#N/A
,2021-06-16 16:58:52,2021-06-16,FCPT,"Four Corners Property Trust, Inc.",Moody John S,Dir,S - Sale,$28.90,"-5,888","46,248",-11%,"-$170,163",#N/A,#N/A
M,2021-06-16 16:58:34,2021-06-14,HOWL,"Werewolf Therapeutics, Inc.","Ra Capital Management, L.P.","Dir, 10%",P - Purchase,$12.77,#ERROR!,"4,291,881",0.08,#ERROR!,323298,4129398
,2021-06-16 16:58:18,2021-06-15,SHYF,"Shyft Group, Inc.",Adams Daryl M,"Pres, CEO",S - Sale,$36.95,"-15,000","404,237",-4%,"-$554,231",#N/A,#N/A
,2021-06-16 16:57:07,2021-06-16,FHI,"Federated Hermes, Inc.",Uhlman Paul A,VP,S - Sale,$32.57,"-5,977","310,468",-2%,"-$194,698",#N/A,#N/A
,2021-06-16 16:56:20,2021-06-15,WINR,Simplicity Esports & Gaming Co,Herrmann William H Jr,Dir,P - Purchase,$13.94,125,"47,434",0%,#ERROR!,125,1743
,2021-06-16 16:55:12,2021-06-11,CBKM,Consumers Bancorp Inc /oh/,L'Italien Shawna,Dir,P - Purchase,$19.59,595,"1,600",0.59,#ERROR!,595,11656
,2021-06-16 16:54:43,2021-06-14,CONN,Conns Inc,"Snow Lake Holdings, Inc.",10%,S - Sale,$28.28,-998,"53,165",-2%,"-$28,223",#N/A,#N/A
D,2021-06-16 16:54:14,2021-06-15,CSWI,"Csw Industrials, Inc.",Armes Joseph B,"COB, Pres, CEO",S - Sale+OE,$116.00,"-2,000","91,983",-2%,"-$232,000",#N/A,#N/A
,2021-06-16 16:53:56,2021-06-16,VFC,V F Corp,Wu Veronica,Dir,S - Sale,$81.57,-500,"3,663",-12%,"-$40,785",#N/A,#N/A
,2021-06-16 16:51:17,2021-06-10,ORRF,Orrstown Financial Services Inc,Zullinger Joel R,Dir,S - Sale,$24.75,-250,"42,738",-1%,"-$6,188",#N/A,#N/A
,2021-06-16 16:50:25,2021-06-14,LFST,"Lifestance Health Group, Inc.",Summit Partners L P,Manager of GP of 10% Owner,S - Sale,$17.01,"-1,368,844","46,875,407",-3%,"-$23,284,036",#N/A,#N/A
,2021-06-16 16:49:41,2021-06-15,DT,"Dynatrace, Inc.",Van Siclen John,CEO,S - Sale,$55.15,"-55,000","1,009,150",-5%,"-$3,033,402",#N/A,#N/A
D,2021-06-16 16:49:13,2021-06-15,FTHM,Fathom Holdings Inc.,Hood David C.,Dir,S - Sale+OE,$33.72,"-4,043","4,443",-48%,"-$136,330",#N/A,#N/A
,2021-06-16 16:47:33,2021-06-14,LFST,"Lifestance Health Group, Inc.","Summit Partners Growth Equity Fund Ix-A, L.P.",10%,S - Sale,$17.01,"-1,368,844","46,875,407",-3%,"-$23,284,036",#N/A,#N/A
,2021-06-16 16:46:59,2021-06-14,CONN,Conns Inc,Susan Stephens Campbell 2012 Trust,10%,S - Sale,$28.28,-934,"48,721",-2%,"-$26,414",#N/A,#N/A
,2021-06-16 16:46:58,2021-06-14,LFST,"Lifestance Health Group, Inc.",Crisan Jeffrey,Dir,S - Sale,$17.01,"-584,870","20,028,583",-3%,"-$9,948,639",#N/A,#N/A
D,2021-06-16 16:46:55,2021-06-16,PEGA,Pegasystems Inc,Kouninis Efstathios A,"VP of Finance, CAO",S - Sale+OE,$132.89,-293,"2,438",-11%,"-$38,937",#N/A,#N/A
,2021-06-16 16:44:44,2021-06-14,UDR,"Udr, Inc.",Toomey Thomas W,"COB, CEO",S - Sale,$49.98,"-60,000","1,133,726",-5%,"-$2,998,806",#N/A,#N/A
,2021-06-16 16:44:23,2021-06-14,LFST,"Lifestance Health Group, Inc.","Silversmith Partners I Gp, LLC",10%,S - Sale,$17.01,"-584,870","20,028,583",-3%,"-$9,948,639",#N/A,#N/A
,2021-06-16 16:41:57,2021-06-15,UHAL,Amerco /nv/,Willow Grove Holdings LP,10%,P - Purchase,$551.76,#ERROR!,"8,424,659",0.01,#ERROR!,81810,45139307
,2021-06-16 16:41:15,2021-06-15,UHAL,Amerco /nv/,Shoen Edward J,"COB, Pres, 10%",P - Purchase,$551.76,#ERROR!,"8,449,765",0.01,#ERROR!,81810,45139307
,2021-06-16 16:41:07,2021-06-14,SABR,Sabre Corp,Menke Sean E,"Pres, CEO",S - Sale,$14.02,"-20,000","1,094,270",-2%,"-$280,398",#N/A,#N/A
,2021-06-16 16:40:13,2021-06-15,UHAL,Amerco /nv/,Shoen Mark V,10%,P - Purchase,$551.76,#ERROR!,"8,455,354",0.01,#ERROR!,81810,45139307
,2021-06-16 16:39:15,2021-06-14,HAE,Haemonetics Corp,Goldstein Dan,"VP, Corporate Controller",S - Sale,$59.87,-39,"4,054",-1%,"-$2,335",#N/A,#N/A
D,2021-06-16 16:38:16,2021-06-14,BIGC,"Bigcommerce Holdings, Inc.",Eggerton Lisa,CMO,S - Sale+OE,$64.10,"-16,000","69,294",-19%,"-$1,025,526",#N/A,#N/A
DM,2021-06-16 16:38:07,2021-06-14,BLBD,Blue Bird Corp,Horlock Phil,"Pres, CEO",S - Sale+OE,$26.39,"-11,140","427,475",-3%,"-$293,955",#N/A,#N/A
A,2021-06-16 16:37:42,2021-06-14,CONN,Conns Inc,"W.R. Stephens, Jr. Revocable Trust",10%,S - Sale,$28.28,"-2,635","150,010",-2%,"-$74,518",#N/A,#N/A
D,2021-06-16 16:37:15,2021-06-15,QTWO,"Q2 Holdings, Inc.",Flake Matthew P,"Pres, CEO",S - Sale+OE,$101.78,"-20,509","216,652",-9%,"-$2,087,406",#N/A,#N/A
,2021-06-16 16:35:39,2021-06-14,HAE,Haemonetics Corp,Basil Michelle L,"EVP, GC",S - Sale,$59.87,-195,"38,410",-1%,"-$11,675",#N/A,#N/A
D,2021-06-16 16:34:25,2021-06-14,DDOG,"Datadog, Inc.",Richardson Julie,Dir,S - Sale+OE,$97.00,"-3,126","4,417",-41%,"-$303,215",#N/A,#N/A
D,2021-06-16 16:33:52,2021-06-15,APLS,"Apellis Pharmaceuticals, Inc.",Machiels Alec,Dir,S - Sale+OE,$64.83,"-2,500","671,494",0%,"-$162,075",#N/A,#N/A
D,2021-06-16 16:32:12,2021-06-15,APLS,"Apellis Pharmaceuticals, Inc.",Delong Mark Jeffrey,SVP,S - Sale+OE,$64.96,"-4,000","9,490",-30%,"-$259,830",#N/A,#N/A
D,2021-06-16 16:31:44,2021-06-14,PTON,"Peloton Interactive, Inc.",Lynch William,Pres,S - Sale+OE,$112.55,"-28,333","19,500",-59%,"-$3,188,911",#N/A,#N/A
,2021-06-16 16:31:40,2021-06-14,HAE,Haemonetics Corp,Burke William P. Mr.,"EVP, CFO",S - Sale,$59.87,-190,"34,584",-1%,"-$11,375",#N/A,#N/A
D,2021-06-16 16:31:19,2021-06-14,PTON,"Peloton Interactive, Inc.",Kushi Hisao,GC,S - Sale+OE,$112.75,"-80,000","1,724",-98%,"-$9,019,608",#N/A,#N/A
,2021-06-16 16:30:16,2021-06-15,CWCO,Consolidated Water Co. Ltd.,Flowers Clarence B.,Dir,S - Sale,$12.78,"-2,178","300,476",-1%,"-$27,835",#N/A,#N/A
,2021-06-16 16:29:51,2021-06-14,HAE,Haemonetics Corp,"Simon, Christopher","Pres, CEO",S - Sale,$59.87,"-1,200","191,806",-1%,"-$71,844",#N/A,#N/A
DM,2021-06-16 16:27:58,2021-06-14,EMAN,Emagin Corp,Olivier Prache,SVP,S - Sale+OE,$3.85,"-50,000","18,519",-73%,"-$192,431",#N/A,#N/A
,2021-06-16 16:27:25,2021-06-14,MG,"Mistras Group, Inc.",Glanton Richard H,Dir,S - Sale,$10.95,"-18,000","24,325",-43%,"-$197,100",#N/A,#N/A
D,2021-06-16 16:26:36,2021-06-14,FATE,Fate Therapeutics Inc,Valamehr Bahram,Chief Development Officer,S - Sale+OE,$89.32,"-25,000","95,740",-21%,"-$2,233,045",#N/A,#N/A
D,2021-06-16 16:26:05,2021-06-15,EMAN,Emagin Corp,Ghosh Amalkumar,"COO, SVP",S - Sale+OE,$4.06,"-50,000","39,104",-56%,"-$203,010",#N/A,#N/A
,2021-06-16 16:25:16,2021-06-15,KFS,Kingsway Financial Services Inc,Fitzgerald John Taylor Maloney,"Pres, CEO",P - Purchase,$5.15,404,"1,941,293",0%,#ERROR!,404,2081
D,2021-06-16 16:24:26,2021-06-15,EMAN,Emagin Corp,Saltarelli Joseph,VP,S - Sale+OE,$3.96,"-20,000","12,311",-62%,"-$79,148",#N/A,#N/A
,2021-06-16 16:23:59,2021-06-14,ADBE,Adobe Inc.,Parasnis Abhay,"EVP, CTO, Document Cloud",S - Sale,$549.00,"-4,000","36,455",-10%,"-$2,196,000",#N/A,#N/A
,2021-06-16 16:23:14,2021-06-14,CONN,Conns Inc,Stephens Warren Miles,10%,S - Sale,$29.50,"-2,493","832,470",0%,"-$73,547",#N/A,#N/A
DM,2021-06-16 16:22:30,2021-06-14,BSX,Boston Scientific Corp,Monson Jonathan,"VP, Global Controller, CAO",S - Sale+OE,$42.84,"-12,901","37,062",-26%,"-$552,738",#N/A,#N/A
,2021-06-16 16:21:53,2021-06-14,COUP,Coupa Software Inc,Campbell Leslie C.G.,Dir,S - Sale,$240.00,"-2,250","55,064",-4%,"-$540,000",#N/A,#N/A
D,2021-06-16 16:21:27,2021-06-14,AMCR,Amcor Plc,Delia Ronald Stephen,CEO,S - Sale+OE,$12.15,"-464,045","1,200,583",-28%,"-$5,638,147",#N/A,#N/A
,2021-06-16 16:21:07,2021-06-14,CONN,Conns Inc,Stephens Warren A,10%,S - Sale,$29.50,"-7,479","3,095,382",0%,"-$220,641",#N/A,#N/A
,2021-06-16 16:21:06,2021-06-15,AWI,Armstrong World Industries Inc,Romano Ellen R.,"SVP, HR",S - Sale,$108.00,"-3,000","13,895",-18%,"-$324,000",#N/A,#N/A
,2021-06-16 16:20:55,2021-06-14,LESL,"Leslie'S, Inc.",Gic Private Ltd,10%,S - Sale,$26.81,"-8,181,031","26,337,473",-24%,"-$219,339,986",#N/A,#N/A
,2021-06-16 16:19:19,2021-06-14,MDB,"Mongodb, Inc.",Pech Cedric,Chief Revenue Officer,S - Sale,$338.50,"-20,000","143,931",-12%,"-$6,770,012",#N/A,#N/A
,2021-06-16 16:19:15,2021-06-14,CONN,Conns Inc,Stephens John Calhoun,10%,S - Sale,$29.50,"-2,493","832,469",0%,"-$73,547",#N/A,#N/A
,2021-06-16 16:19:11,2021-06-15,XEL,Xcel Energy Inc,Figoli Darla,"EVP, Chief HR Off",S - Sale,$69.31,"-10,886","48,689",-18%,"-$754,463",#N/A,#N/A
DM,2021-06-16 16:19:09,2021-06-14,MDB,"Mongodb, Inc.",Gordon Michael Lawrence,"COO, CFO",S - Sale+OE,$349.42,"-10,000","116,487",-8%,"-$3,494,175",#N/A,#N/A
,2021-06-16 16:18:59,2021-06-15,REVG,"Rev Group, Inc.",Rotroff Joel M.,Dir,S - Sale,$15.50,-492,"20,585",-2%,"-$7,626",#N/A,#N/A
D,2021-06-16 16:18:11,2021-06-14,BOH,Bank of Hawaii Corp,Shigemura Dean Y,"Vice COB, CFO",S - Sale+OE,$89.25,"-5,833","62,977",-8%,"-$520,595",#N/A,#N/A
,2021-06-16 16:17:59,2021-06-15,PHR,"Phreesia, Inc.",Roberts Evan,COO,S - Sale,$56.04,"-20,000","608,108",-3%,"-$1,120,845",#N/A,#N/A
,2021-06-16 16:17:40,2021-06-15,REVG,"Rev Group, Inc.",Cusumano Dino M,Dir,S - Sale,$15.50,"-23,131","28,494,238",0%,"-$358,531",#N/A,#N/A
,2021-06-16 16:17:29,2021-06-14,CONN,Conns Inc,Stephens Harriet Calhoun Trust Uid 3/22/84,10%,S - Sale,$29.50,"-2,493","262,862",-1%,"-$73,547",#N/A,#N/A
,2021-06-16 16:17:23,2021-06-14,PHR,"Phreesia, Inc.",Cahill Edward L,Dir,S - Sale,$57.47,"-15,000","30,878",-33%,"-$862,038",#N/A,#N/A
,2021-06-16 16:17:09,2021-06-15,RHE,"Regional Health Properties, Inc",Tenwick David A,Dir,S - Sale,$12.03,"-5,000","31,985",-14%,"-$60,150",#N/A,#N/A
,2021-06-16 16:16:58,2021-06-15,CPSI,Computer Programs & Systems Inc,Dye David A,Chief Growth Officer,S - Sale,$33.46,"-4,400","134,197",-3%,"-$147,240",#N/A,#N/A
,2021-06-16 16:16:34,2021-06-14,CONN,Conns Inc,"W.R. Stephens, III 2012 Trust",10%,S - Sale,$28.28,-955,"49,800",-2%,"-$27,007",#N/A,#N/A
M,2021-06-16 16:16:29,2021-06-14,KOSS,Koss Corp,Koss John C Jr,"VP - Sales, 10%",S - Sale,$24.59,"-8,000","1,979,254",0%,"-$196,700",#N/A,#N/A
,2021-06-16 16:16:10,2021-06-15,BSX,Boston Scientific Corp,Carruthers Wendy,"SVP, HR",S - Sale,$42.70,"-3,322","174,537",-2%,"-$141,849",#N/A,#N/A
,2021-06-16 16:16:04,2021-06-14,CLAR,Clarus Corp,Sokolow Nicolas,Dir,S - Sale,$25.10,"-5,020","602,924",-1%,"-$126,002",#N/A,#N/A
,2021-06-16 16:15:54,2021-06-15,REVG,"Rev Group, Inc.",Fish Justin,Dir,S - Sale,$15.50,-492,"17,585",-3%,"-$7,626",#N/A,#N/A
D,2021-06-16 16:15:41,2021-06-14,MEDP,"Medpace Holdings, Inc.",Burwig Susan E,"EVP, Operations",S - Sale+OE,$178.96,"-15,000","70,005",-18%,"-$2,684,366",#N/A,#N/A
,2021-06-16 16:15:30,2021-06-15,CPSI,Computer Programs & Systems Inc,Douglas John B Jr,"Pres, CEO",S - Sale,$33.44,"-3,000","241,567",-1%,"-$100,320",#N/A,#N/A
,2021-06-16 16:15:13,2021-06-15,OSH,"Oak Street Health, Inc.",Myers Griffin,Chief Medical Officer,S - Sale,$55.36,"-109,400","5,784,311",-2%,"-$6,055,909",#N/A,#N/A
