X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
,10/21/21 17:14,10/20/21,HBAN,Huntington Bancshares Inc /md/,Pohle Richard A,EVP,S - Sale,$16.50 ,"-4,837","77,512",-6%,"($79,811)",,,,
D,10/21/21 17:47,10/20/21,SPT,"Sprout Social, Inc.",Rankin Aaron Edward Frederick,"CTO, 10%",S - Sale+OE,$126.89 ,"-32,000","28,243",-53%,"($4,060,465)",,,,
,10/21/21 17:54,10/20/21,NARI,"Inari Medical, Inc.",Hoffman William,"Pres, CEO",S - Sale,$90.10 ,"-25,778","574,591",-4%,"($2,322,724)",,,,
D,10/21/21 18:12,10/20/21,CRBU,"Caribou Biosciences, Inc.",McClung Barbara G,GC,P - Purchase,$2.69 ,"9,219","342,844",3%,"$24,799 ",,,,
D,10/21/21 18:13,10/20/21,PFSI,"Pennymac Financial Services, Inc.",Spector David,"COB, CEO",S - Sale+OE,$67.51 ,"-15,000","1,186,941",-1%,"($1,012,636)",,,,
M,10/21/21 18:16,10/20/21,REPX,"Riley Exploration Permian, Inc.",Libin Alvin Gerald,10%,P - Purchase,$26.32 ,"21,699","3,663,752",1%,"$571,097 ",,,,
D,10/21/21 18:21,10/20/21,AMTX,"Aemetis, Inc",Foster Andrew B,EVP,S - Sale+OE,$19.08 ,"-15,000",0,-100%,"($286,241)",,,,
,10/21/21 18:46,10/20/21,MDLA,"Medallia, Inc.",Stretch Leslie,"Pres, CEO",S - Sale,$33.96 ,"-31,862","736,279",-4%,"($1,081,874)",,,,
,10/21/21 19:16,10/20/21,CTLT,"Catalent, Inc.",Castellano Thomas P,"SVP, CFO",S - Sale,$134.00 ,"-2,307","15,398",-13%,"($309,138)",,,,
,10/21/21 21:35,10/20/21,PLMR,"Palomar Holdings, Inc.",Fisher Heath A,Pres,S - Sale,$80.76 ,"-7,500","185,950",-4%,"($605,663)",,,,
,10/19/21 11:55,10/19/21,ETWO,"E2Open Parent Holdings, Inc.",Farlekas Michael,CEO,P - Purchase,$11.76 ,"20,000","213,531",10%,"$235,200 ",,,,
,10/19/21 14:14,10/19/21,GALT,Galectin Therapeutics Inc,Freeman Kevin D,Dir,P - Purchase,$3.37 ,"3,000","75,469",4%,"$10,107 ",,,,
,10/19/21 14:14,10/19/21,CNBKA,Century Bancorp Inc,Sloane Barry R,"COB, CEO, Pres",P - Purchase,$115.18 ,0,"8,972",0%,$0 ,,,,
,10/19/21 14:15,10/19/21,CNBKA,Century Bancorp Inc,Kay Linda Sloane,Vice Chair,P - Purchase,$115.18 ,17,"85,312",0%,"$1,982 ",,,,
,10/19/21 14:16,10/19/21,CNBKA,Century Bancorp Inc,Evangelista Paul A,EVP,P - Purchase,$115.18 ,8,"8,239",0%,$912 ,,,,
,10/19/21 14:18,10/19/21,CNBKA,Century Bancorp Inc,Delinsky Stephen R,Dir,P - Purchase,$115.18 ,2,"3,066",0%,$217 ,,,,
,10/19/21 16:30,10/19/21,NAPA,"Duckhorn Portfolio, Inc.",Ryan Alex,See Remarks,S - Sale,$19.63 ,"-151,000","1,666,123",-8%,"($2,963,949)",,,,
,10/19/21 16:29,10/19/21,NAPA,"Duckhorn Portfolio, Inc.",Rasmuson Zach,See Remarks,S - Sale,$19.63 ,"-85,000","567,758",-13%,"($1,668,448)",,,,
,10/19/21 16:29,10/19/21,NAPA,"Duckhorn Portfolio, Inc.",Reber Carol,See Remarks,S - Sale,$19.63 ,"-85,000","531,592",-14%,"($1,668,448)",,,,
,10/19/21 16:31,10/19/21,NAPA,"Duckhorn Portfolio, Inc.",Przybylinski Pete,See Remarks,S - Sale,$19.63 ,"-85,000","509,897",-14%,"($1,668,448)",,,,
,10/19/21 16:30,10/19/21,NAPA,"Duckhorn Portfolio, Inc.",Beaudoin Lori,See Remarks,S - Sale,$19.63 ,"-72,000","849,595",-8%,"($1,413,274)",,,,
,10/19/21 16:51,10/19/21,WINT,Windtree Therapeutics Inc /de/,Fraser Craig,"Pres, CEO",P - Purchase,$1.91 ,"3,000","33,445",10%,"$5,730 ",,,,
,10/19/21 16:56,10/19/21,WINT,Windtree Therapeutics Inc /de/,Huang James,Dir,P - Purchase,$1.90 ,"50,000","2,628,134",2%,"$95,135 ",,,,
,10/19/21 17:21,10/19/21,JBL,Jabil Inc,Wilson Kenneth S,"EVP, CEO, Green Point",S - Sale,$61.77 ,"-4,998","236,389",-2%,"($308,710)",,,,
,10/19/21 17:31,10/19/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$75.96 ,"13,164","36,129,610",0%,"$999,937 ",,,,
,10/19/21 17:47,10/19/21,FIVN,"Five9, Inc.",Trollope Rowan M,CEO,S - Sale,$160.00 ,-540,"172,542",0%,"($86,400)",,,,
,10/19/21 18:11,10/19/21,SNCY,"Sun Country Airlines Holdings, Inc.",Bricker Jude,CEO,S - Sale,$31.28 ,"-1,050,000","77,232",-93%,"($32,845,365)",,,,
D,10/19/21 18:47,10/19/21,SCHW,Schwab Charles Corp,Bettinger Walter W,CEO,S - Sale+OE,$81.12 ,"-245,239","219,174",-53%,"($19,893,444)",,,,
,10/19/21 20:58,10/19/21,MATX,"Matson, Inc.",Cox Matthew J,"COB, CEO",S - Sale,$83.15 ,"-5,000","265,544",-2%,"($415,756)",,,,
,10/20/21 7:00,10/19/21,ETWO,"E2Open Parent Holdings, Inc.",Janik Jarett,CFO,P - Purchase,$11.49 ,"6,000","76,720",8%,"$68,935 ",,,,
,10/20/21 7:00,10/19/21,ETWO,"E2Open Parent Holdings, Inc.",Farlekas Michael,CEO,P - Purchase,$11.51 ,"20,000","233,531",9%,"$230,104 ",,,,
,10/20/21 9:00,10/19/21,VLCN,"Volcon, Inc.",James Adrian,"Dir, 10%",P - Purchase,$9.14 ,"115,000","1,100,000",12%,"$1,050,690 ",,,,
D,10/20/21 10:42,10/19/21,BR,"Broadridge Financial Solutions, Inc.",Perry Christopher John,Pres,S - Sale+OE,$180.14 ,"-10,104","64,589",-14%,"($1,820,106)",,,,
,10/20/21 11:40,10/19/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,252.37 ",22,"384,442",0%,"$27,552 ",,,,
,10/20/21 13:02,10/19/21,VZIO,Vizio Holding Corp.,"V-Tw Holdings, LLC",10%,S - Sale,$20.33 ,"-71,368","11,707,308",-1%,"($1,450,612)",,,,
,10/20/21 16:02,10/19/21,C,Citigroup Inc,Torres Cantu Ernesto,"CEO, Latin America",S - Sale,$72.50 ,"-27,783","54,333",-34%,"($2,014,268)",,,,
D,10/20/21 16:03,10/19/21,SGMA,Sigmatron International Inc,Upadhyaya Raj B,EVP,S - Sale+OE,$9.51 ,-272,"5,922",-4%,"($2,587)",,,,
,10/20/21 16:05,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Ronsheim Matthew,See Remarks,S - Sale,$3.19 ,"-3,759","46,241",-8%,"($11,991)",,,,
,10/20/21 16:06,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Altarac David,Chief Medical Officer,S - Sale,$3.19 ,"-3,759","46,241",-8%,"($11,991)",,,,
,10/20/21 16:08,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Tommasi Ruben,Chief Scientific Officer,S - Sale,$3.19 ,"-3,759","68,265",-5%,"($11,991)",,,,
,10/20/21 16:08,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Keiley Elizabeth M,GC,S - Sale,$3.19 ,"-3,759","46,241",-8%,"($11,991)",,,,
,10/20/21 16:10,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Mueller John Patrick,Chief Development Officer,S - Sale,$3.19 ,"-4,001","45,999",-8%,"($12,763)",,,,
,10/20/21 16:09,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Gutch Michael,See Remarks,S - Sale,$3.19 ,"-3,759","46,241",-8%,"($11,991)",,,,
,10/20/21 16:14,10/19/21,ETTX,Entasis Therapeutics Holdings Inc.,Perros Manoussos,See Remarks,S - Sale,$3.19 ,"-11,974","147,526",-8%,"($38,197)",,,,
,10/20/21 16:22,10/19/21,RCII,Rent A Center Inc De,Brown Jeffrey J,Dir,P - Purchase,$54.16 ,277,"48,597",1%,"$14,980 ",,,,
,10/20/21 16:30,10/19/21,MKL,Markel Corp,Markel Steven A,Dir,S - Sale,"$1,300.16 ","-1,500","97,614",-2%,"($1,950,240)",,,,
,10/20/21 16:34,10/19/21,SNV,Synovus Financial Corp,Stelling Kessel D,Exec COB,S - Sale,$47.76 ,"-50,000","316,993",-14%,"($2,388,000)",,,,
D,10/20/21 16:35,10/19/21,FSLR,"First Solar, Inc.",Dymbort Jason E.,GC,S - Sale+OE,$104.80 ,"-1,120","2,383",-32%,"($117,376)",,,,
,10/20/21 16:40,10/19/21,SYPR,Sypris Solutions Inc,Allen Anthony C,"VP, CFO",S - Sale,$4.06 ,"-8,000","308,309",-3%,"($32,480)",,,,
,10/20/21 16:41,10/19/21,CERT,"Certara, Inc.",Edge Justin,"Pres, REGULATORY, ACCESS",S - Sale,$38.55 ,"-1,210","423,880",0%,"($46,646)",,,,
,10/20/21 16:44,10/19/21,CERT,"Certara, Inc.",Choe Jieun W.,"CHIEF STRATEGY, MARKETING",S - Sale,$38.08 ,"-20,000","282,991",-7%,"($761,621)",,,,
D,10/20/21 16:56,10/19/21,HUBS,Hubspot Inc,Halligan Brian,Exec Chair,S - Sale+OE,$796.04 ,"-11,520","666,923",-2%,"($9,170,364)",,,,
,10/20/21 17:03,10/19/21,VIR,"Vir Biotechnology, Inc.",Sato Vicki L,Dir,S - Sale,$39.56 ,"-15,174","1,581,440",-1%,"($600,314)",,,,
,10/20/21 17:14,10/19/21,SPT,"Sprout Social, Inc.",Gilpin Jamie Cannon,CMO,S - Sale,$131.62 ,"-1,278","98,866",-1%,"($168,210)",,,,
M,10/20/21 17:22,10/19/21,CMC,Commercial Metals Co,Porter Tracy L,"EVP, COO",S - Sale,$31.80 ,"-30,000","323,116",-8%,"($954,100)",,,,
,10/20/21 18:00,10/19/21,MIME,Mimecast Ltd,Murray Neil,Dir,S - Sale,$67.21 ,"-35,000","737,057",-5%,"($2,352,247)",,,,
D,10/20/21 18:35,10/19/21,FNKO,"Funko, Inc.",Mariotti Brian Richard,CEO,S - Sale+OE,$19.38 ,"-4,602","1,734,389",0%,"($89,199)",,,,
D,10/20/21 18:47,10/19/21,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$339.79 ,"-77,300","757,786",-9%,"($26,265,666)",,,,
D,10/20/21 18:48,10/19/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$293.26 ,"-20,000","28,986,249",0%,"($5,865,248)",,,,
D,10/20/21 18:56,10/19/21,CYTK,Cytokinetics Inc,Parshall B Lynne,Dir,S - Sale+OE,$35.73 ,"-10,332","5,000",-67%,"($369,207)",,,,
D,10/20/21 18:57,10/19/21,CYTK,Cytokinetics Inc,Schlossberg Mark A,"SVP - Legal, GC",S - Sale+OE,$35.74 ,"-19,979","50,850",-28%,"($713,970)",,,,
,10/20/21 19:09,10/19/21,ALXO,Alx Oncology Holdings Inc,Pons Jaume,"Pres, CEO",S - Sale,$54.29 ,"-16,700","444,598",-4%,"($906,714)",,,,
D,10/20/21 19:10,10/19/21,UPWK,"Upwork, Inc",Brown Hayden,"Pres, CEO",S - Sale+OE,$57.44 ,"-1,379","727,699",0%,"($79,214)",,,,
,10/20/21 19:10,10/19/21,ALXO,Alx Oncology Holdings Inc,Pons Jaume,"Pres, CEO",S - Sale,$54.29 ,"-16,700","444,598",-4%,"($906,714)",,,,
D,10/20/21 19:25,10/19/21,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$293.29 ,"-4,300","1,964,598",0%,"($1,261,139)",,,,
D,10/20/21 19:37,10/19/21,INKT,"Mink Therapeutics, Inc.",Agenus Inc,10%,P - Purchase,$12.00 ,"1,400,000","26,332,958",6%,"$16,800,000 ",,,,
,10/20/21 20:29,10/19/21,NARI,"Inari Medical, Inc.",Hykes Andrew,COO,S - Sale,$87.76 ,"-9,000","165,477",-5%,"($789,878)",,,,
D,10/20/21 20:30,10/19/21,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,860.92 ","-13,889",0,-100%,"($39,735,316)",,,,
,10/20/21 20:39,10/19/21,DCT,"Duck Creek Technologies, Inc.",Winter Jeffrey Howard,CMO,S - Sale,$33.75 ,-3,0,-100%,($101),,,,
D,10/20/21 20:48,10/19/21,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,872.90 ","-13,889","19,777,502",0%,"($39,901,686)",,,,
D,10/20/21 21:07,10/19/21,HRMY,"Harmony Biosciences Holdings, Inc.",Dayno Jeffrey M.,Chief Medical Officer,S - Sale+OE,$43.27 ,"-18,200",0,-100%,"($787,543)",,,,
D,10/18/21 17:00,10/18/21,EW,Edwards Lifesciences Corp,Szyman Catherine M.,"CVP, Critical Care",S - Sale+OE,$110.41 ,"-9,741","27,415",-26%,"($1,075,482)",,,,
,10/18/21 17:49,10/18/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$74.86 ,"13,358","36,116,446",0%,"$999,980 ",,,,
D,10/18/21 18:46,10/18/21,GTLB,Gitlab Inc.,Sijbrandij Sytse,"CEO, 10%",S - Sale+OE,$77.00 ,"-2,500,000",0,-100%,"($192,500,000)",,,,
,10/18/21 18:55,10/18/21,MATX,"Matson, Inc.",Forest Ronald J,Pres,S - Sale,$84.11 ,"-3,000","53,127",-5%,"($252,331)",,,,
D,10/18/21 19:29,10/18/21,W,Wayfair Inc.,Fleisher Michael D,CFO,S - Sale+OE,$236.95 ,"-6,172","110,881",-5%,"($1,462,472)",,,,
D,10/18/21 19:33,10/18/21,W,Wayfair Inc.,Oblak Steve,Chief Commercial Officer,S - Sale+OE,$237.38 ,"-1,345","145,170",-1%,"($319,269)",,,,
D,10/18/21 21:02,10/18/21,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,840.75 ","-13,889",0,-100%,"($39,455,123)",,,,
D,10/18/21 21:20,10/18/21,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,845.65 ","-13,889","19,791,391",0%,"($39,523,208)",,,,
D,10/18/21 21:31,10/18/21,GTLB,Gitlab Inc.,"Iconiq Strategic Partners Iii, L.P.",10%,P - Purchase,$77.00 ,"650,100","1,800,884",56%,"$50,057,700 ",,,,
D,10/18/21 21:35,10/18/21,GTLB,Gitlab Inc.,"Iconiq Strategic Partners Iii, L.P.",10%,P - Purchase,$77.00 ,"650,100","1,800,884",56%,"$50,057,700 ",,,,
D,10/18/21 21:35,10/18/21,GTLB,Gitlab Inc.,Jacobson Matthew,"Dir, 10%",P - Purchase,$77.00 ,"650,100","1,800,884",56%,"$50,057,700 ",,,,
,10/19/21 7:00,10/18/21,VOXX,Voxx International Corp,Kahli Beat,"Dir, 10%",P - Purchase,$10.52 ,"15,000","4,515,090",0%,"$157,800 ",,,,
,10/19/21 7:00,10/18/21,ETWO,"E2Open Parent Holdings, Inc.",Janik Jarett,CFO,P - Purchase,$10.96 ,"2,000","70,720",3%,"$21,920 ",,,,
,10/19/21 7:00,10/18/21,ETWO,"E2Open Parent Holdings, Inc.",Farlekas Michael,CEO,P - Purchase,$11.09 ,"40,000","193,531",26%,"$443,398 ",,,,
,10/19/21 8:45,10/18/21,VLCN,"Volcon, Inc.",James Adrian,"Dir, 10%",P - Purchase,$8.98 ,"235,000","985,000",31%,"$2,111,249 ",,,,
